airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,lat,long
ALB,"Albany, NY: Albany International",52070.0,8895.0,3524.269999999999,371.7400000000003,1768.1799999999992,23.75,3206.9999999999977,1375.0,70.0,902.1156462585034,353.99149659863946,61.72108843537415,128.12244897959184,1.8333333333333333,356.44727891156464,42.74583333,-73.80527778
ALO,"Waterloo, IA: Waterloo Regional",2373.0,461.0,97.16000000000001,33.410000000000004,160.53999999999996,1.0,168.94000000000003,89.0,6.0,586.0425531914893,147.63829787234042,49.765957446808514,135.80851063829786,1.4893617021276595,251.3404255319149,42.55611111,-92.39972222
ALS,"Alamosa, CO: San Luis Valley Regional/Bergman Field",206.0,15.0,10.0,1.0,0.0,0.0,4.0,4.0,1.0,446.5,340.5,58.0,0.0,0.0,48.0,37.43666667,-105.86666670000001
ALW,"Walla Walla, WA: Walla Walla Regional",118.0,16.0,7.58,0.0,1.5,1.0,5.92,7.0,1.0,381.5,173.0,0.0,34.5,25.0,149.0,46.09472222,-118.29111110000001
AMA,"Amarillo, TX: Rick Husband Amarillo International",20772.0,3512.0,1187.96,134.39999999999995,715.5000000000003,5.2700000000000005,1468.7700000000004,678.0,53.0,817.0669291338583,258.40944881889766,56.24409448818898,111.10236220472441,0.9173228346456693,390.3937007874016,35.22722222,-101.7219444
ANC,"Anchorage, AK: Ted Stevens Anchorage International",86266.0,11863.0,3266.5200000000013,364.58000000000015,4252.530000000002,427.9700000000001,3551.4199999999987,1043.0,99.0,2275.6448979591837,699.4326530612245,123.93469387755103,522.7755102040817,60.56734693877551,868.934693877551,61.16916667,-149.9852778
APN,"Alpena, MI: Alpena County Regional",3210.0,414.0,138.12000000000003,43.89,49.29000000000001,1.0,181.68,109.0,23.0,730.7741935483871,289.9032258064516,124.70967741935483,53.596774193548384,0.27419354838709675,262.2903225806452,45.08166667,-83.55583333
ART,"Watertown, NY: Watertown International",270.0,59.0,22.450000000000003,7.5,13.09,0.06,15.899999999999999,32.0,9.0,725.3333333333334,198.83333333333334,89.5,118.83333333333333,2.5,315.6666666666667,43.99083333,-76.02138889
ASE,"Aspen, CO: Aspen Pitkin County Sardy Field",29374.0,6263.0,2061.43,453.69999999999993,1848.9099999999996,6.63,1892.3399999999997,1518.0,1012.0,8694.40322580645,3382.951612903226,1226.1935483870968,1660.0483870967741,14.870967741935484,2410.3387096774195,39.22416667,-106.8688889
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1831841.0,239394.0,65806.06999999995,8603.7,76486.36,350.63999999999993,88147.42000000011,25544.0,3569.0,21904.293436293436,8012.333333333333,1196.3397683397684,4627.723294723295,23.428571428571427,8044.468468468468,33.64083333,-84.42722222
ATW,"Appleton, WI: Appleton International",18717.0,2784.0,980.8299999999999,151.19,805.6699999999996,2.62,843.7800000000001,479.0,66.0,740.0038759689922,314.5232558139535,87.03875968992249,117.98837209302326,0.32945736434108525,220.12403100775194,44.25777778,-88.52
ATY,"Watertown, SD: Watertown Regional",1235.0,165.0,86.27000000000001,14.659999999999998,24.619999999999997,0.0,39.42,54.0,10.0,505.5652173913044,222.6086956521739,91.8695652173913,49.30434782608695,0.0,141.7826086956522,44.90888889,-97.15416667
AUS,"Austin, TX: Austin - Bergstrom International",272055.0,46001.0,15627.650000000016,1296.4,11332.330000000005,94.97,17649.770000000004,5171.0,602.0,3534.4683714670255,1235.2234185733512,161.20323014804845,594.7375504710633,6.0807537012113055,1537.2234185733512,30.19444444,-97.67
AVL,"Asheville, NC: Asheville Regional",31609.0,5828.0,1963.5499999999997,352.5900000000002,1386.2499999999995,10.83,2114.8699999999994,1186.0,203.0,1135.6647564469913,415.269340974212,107.98280802292264,182.8051575931232,1.1002865329512894,428.5071633237822,35.435,-82.54111111
AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",12592.0,2133.0,728.7700000000002,147.23999999999992,525.7500000000002,3.5100000000000002,727.7800000000001,388.0,37.0,626.6666666666666,240.67117117117118,65.59009009009009,102.60810810810811,1.1306306306306306,216.66666666666666,41.33916667,-75.72583333
AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",17276.0,3930.0,943.1400000000001,217.44000000000003,940.0200000000001,34.42,1794.98,636.0,8.0,7291.473684210527,2278.2368421052633,503.44736842105266,1059.8947368421052,27.18421052631579,3422.7105263157896,33.30777778,-111.65555559999999
AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",11562.0,1885.0,648.1099999999997,136.32,475.3700000000002,1.0,624.2500000000003,356.0,39.0,921.5608108108108,354.22972972972974,130.91216216216216,147.55405405405406,0.21621621621621623,288.64864864864865,42.23638889,-85.55361111
BDL,"Hartford, CT: Bradley International",117893.0,20780.0,7760.98,833.8400000000001,4440.920000000003,45.080000000000005,7699.449999999998,2754.0,149.0,1983.1953846153847,727.9523076923077,123.98923076923077,299.9876923076923,3.4661538461538464,827.8,41.93861111,-72.68333333
BET,"Bethel, AK: Bethel Airport",4197.0,353.0,132.07999999999996,42.41,94.66000000000001,1.0,82.81999999999998,112.0,10.0,273.03225806451616,106.8225806451613,52.0,43.25806451612903,0.25806451612903225,70.69354838709677,60.78444444,-161.8313889
BFF,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",1978.0,290.0,129.89,9.58,43.830000000000005,0.0,106.67999999999998,50.0,5.0,695.2631578947369,433.2631578947368,34.18421052631579,57.28947368421053,0.0,170.52631578947367,41.87527778,-103.6011111
BFL,"Bakersfield, CA: Meadows Field",11946.0,2022.0,683.0300000000002,33.99,404.76,8.100000000000001,892.09,196.0,14.0,1385.26,558.46,36.56,140.46,6.3,643.48,35.43,-119.0522222
BFM,"Mobile, AL: Mobile Downtown",204.0,44.0,14.660000000000002,0.0,24.449999999999996,0.0,4.9,10.0,0.0,205.07692307692307,82.61538461538461,0.0,92.84615384615384,0.0,29.615384615384617,30.62638889,-88.06805556
BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",4129.0,685.0,261.54999999999995,66.91000000000001,149.76999999999998,0.82,205.97999999999996,75.0,28.0,838.46875,333.84375,165.328125,123.4375,1.25,214.609375,42.20138889,-75.96916667
BGR,"Bangor, ME: Bangor International",11380.0,2136.0,676.07,58.72,540.6299999999998,1.54,859.0900000000003,486.0,34.0,625.2051282051282,228.81623931623932,23.833333333333332,106.87606837606837,0.18376068376068377,265.4957264957265,44.80777778,-68.82777778
BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",75010.0,13337.0,4904.589999999998,624.2299999999998,2805.2000000000035,15.32,4987.530000000005,1849.0,144.0,1819.8247191011235,683.7303370786517,125.55505617977528,258.885393258427,2.195505617977528,749.4584269662921,33.56305556,-86.75555556
BIL,"Billings, MT: Billings Logan International",19108.0,2551.0,949.6799999999996,142.30000000000004,627.14,1.7000000000000002,830.1000000000003,221.0,57.0,579.2552447552448,235.0,63.44055944055944,79.46503496503496,0.4090909090909091,200.94055944055944,45.80694444,-108.5427778
BIS,"Bismarck/Mandan, ND: Bismarck Municipal",16497.0,2545.0,1001.5499999999994,160.57999999999996,579.4,3.41,800.0199999999999,367.0,77.0,695.9610894941634,297.7237354085603,98.59922178988327,82.07003891050584,0.33073929961089493,217.2373540856031,46.77888889,-100.7525
BJI,"Bemidji, MN: Bemidji Regional",3741.0,385.0,142.49999999999997,36.53,105.10000000000002,0.0,100.86999999999998,40.0,12.0,598.9516129032259,278.56451612903226,130.2741935483871,61.983870967741936,0.0,128.1290322580645,47.50972222,-94.93472222
BKG,"Branson, MO: Branson Airport",365.0,79.0,22.189999999999994,0.0,28.17,0.0,28.65,9.0,2.0,275.2,62.5,0.0,81.3,0.0,131.4,36.53194444,-93.20055556
BLI,"Bellingham, WA: Bellingham International",6496.0,869.0,293.77,25.61,257.59999999999997,1.77,290.16999999999996,266.0,27.0,667.8666666666667,261.68,25.2,136.01333333333332,0.8,244.17333333333335,48.79444444,-122.5347222
BLV,"Belleville, IL: Scott AFB/MidAmerica",3292.0,571.0,193.30999999999997,54.970000000000006,147.45,1.49,173.79,152.0,18.0,992.8684210526316,451.7368421052632,102.8157894736842,160.07894736842104,1.5526315789473684,276.6842105263158,38.54277778,-89.85111111
BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",12272.0,2188.0,806.9199999999995,110.8,512.3400000000004,1.23,756.7300000000002,330.0,41.0,590.3653846153846,241.75,54.65384615384615,74.67307692307692,0.3923076923076923,218.89615384615385,40.48194444,-88.9275
BNA,"Nashville, TN: Nashville International",330431.0,51905.0,17351.960000000006,1585.0900000000008,11413.890000000009,105.17999999999999,21448.90000000001,7912.0,485.0,3802.6436781609195,1317.7381864623244,192.0536398467433,585.5759897828864,6.038314176245211,1701.2375478927204,36.12666667,-86.68194444
BOI,"Boise, ID: Boise Air Terminal",87102.0,12979.0,4504.250000000003,442.16999999999973,2449.269999999999,20.450000000000003,5562.960000000003,915.0,93.0,1611.83547008547,600.3333333333334,91.14957264957265,191.6688034188034,2.032051282051282,726.6517094017094,43.56527778,-116.225
BOS,"Boston, MA: Logan International",627812.0,131491.0,33048.109999999986,3677.899999999999,49674.60999999995,181.59999999999994,44908.64999999999,16053.0,697.0,12841.177464788732,3236.319718309859,514.612676056338,4104.976056338028,12.904225352112675,4972.364788732394,42.36361111,-71.00611111
BPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional",3165.0,491.0,156.21,32.13999999999999,146.40000000000003,0.19,156.03,119.0,20.0,625.0408163265306,212.46938775510205,64.59183673469387,124.42857142857143,0.2857142857142857,223.26530612244898,29.95083333,-94.02
BQK,"Brunswick, GA: Brunswick Golden Isles",4758.0,689.0,309.07,31.160000000000007,122.35000000000001,0.0,226.45999999999998,71.0,12.0,771.4761904761905,384.41269841269843,63.06349206349206,78.15873015873017,0.0,245.84126984126985,31.25888889,-81.46638889
BQN,"Aguadilla, PR: Rafael Hernandez",8426.0,2409.0,944.9100000000001,50.85999999999999,528.62,6.68,877.9699999999999,258.0,11.0,965.5128205128206,366.12820512820514,29.121794871794872,157.21153846153845,2.5,410.55128205128204,18.49583333,-67.13
BRD,"Brainerd, MN: Brainerd Lakes Regional",3246.0,317.0,131.16,43.269999999999996,50.01,0.0,92.60999999999999,52.0,5.0,657.4032258064516,331.30645161290323,206.7258064516129,36.16129032258065,0.0,83.20967741935483,46.39722222,-94.1375
BRO,"Brownsville, TX: Brownsville South Padre Island International",10448.0,1463.0,518.09,76.28999999999999,396.7799999999999,0.79,471.0799999999998,311.0,39.0,536.8959537572255,214.1849710982659,43.21965317919075,86.20809248554913,0.10982658959537572,193.17341040462426,25.90638889,-97.42555556
BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",3783.0,349.0,60.470000000000006,36.650000000000006,95.90999999999998,0.2,155.75999999999996,69.0,59.0,286.30645161290323,60.38709677419355,32.064516129032256,46.46774193548387,0.04838709677419355,147.33870967741936,71.28555556,-156.7661111
BTM,"Butte, MT: Bert Mooney",3456.0,234.0,114.93,36.949999999999996,44.06,0.0,38.07,31.0,56.0,386.7903225806452,149.90322580645162,179.75806451612902,26.822580645161292,0.0,30.306451612903224,45.95111111,-112.4938889
BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",33971.0,5886.0,2356.250000000001,198.18999999999986,1373.6499999999999,3.69,1954.2499999999995,804.0,81.0,1332.0932475884244,641.9131832797427,58.22829581993569,173.00964630225081,0.4855305466237942,458.45659163987136,30.53166667,-91.15055556
BTV,"Burlington, VT: Burlington International",31209.0,5941.0,1957.550000000001,221.2300000000001,1433.669999999999,1.85,2326.7799999999997,1071.0,83.0,978.2738095238095,329.21666666666664,70.1547619047619,162.68333333333334,0.14761904761904762,416.07142857142856,44.47277778,-73.15305556
BUF,"Buffalo, NY: Buffalo Niagara International",101078.0,17706.0,6713.17,594.5699999999997,3454.149999999999,32.59,6911.450000000008,3054.0,164.0,1847.9645732689212,698.2238325281803,96.67471819645732,251.2512077294686,3.0644122383252816,798.7504025764895,42.94111111,-78.73638889
BUR,"Burbank, CA: Bob Hope",125440.0,19741.0,6359.86,238.60999999999999,3096.85,49.64999999999998,9995.939999999999,3974.0,263.0,2773.160220994475,949.1795580110497,61.30386740331492,303.878453038674,6.209944751381215,1452.5883977900553,34.2,-118.3577778
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",489307.0,69509.0,21000.730000000003,2353.4100000000008,18068.939999999988,227.59,27858.42999999998,13788.0,971.0,5651.398852223816,1706.0430416068866,291.0157819225251,1242.2797704447632,14.286944045911047,2397.7733142037305,39.17555556,-76.67138889
BZN,"Bozeman, MT: Bozeman Yellowstone International",29446.0,4345.0,1579.549999999999,223.92999999999995,1278.2100000000005,5.09,1258.3700000000003,401.0,115.0,618.1435523114355,229.5279805352798,58.54014598540146,111.88077858880779,0.6593673965936739,217.5352798053528,45.78027778,-111.15944440000001
CAE,"Columbia, SC: Columbia Metropolitan",28042.0,4721.0,1796.2600000000004,215.79000000000005,963.5300000000003,6.1000000000000005,1739.3399999999997,652.0,33.0,1160.9067164179105,460.4925373134328,73.59701492537313,146.68283582089552,0.7723880597014925,479.3619402985075,33.93638889,-81.11583333
CAK,"Akron, OH: Akron-Canton Regional",27876.0,6022.0,1951.23,252.8000000000001,1314.0799999999995,8.73,2495.259999999999,758.0,49.0,1427.4415584415585,487.2142857142857,91.53896103896103,194.60714285714286,1.4188311688311688,652.6623376623377,40.91388889,-81.44166667
CDB,"Cold Bay, AK: Cold Bay Airport",166.0,69.0,6.260000000000002,1.37,28.389999999999993,12.500000000000002,20.48,7.0,11.0,245.1,35.2,3.9,73.6,35.9,96.5,55.19972222,-162.71972219999998
CDC,"Cedar City, UT: Cedar City Regional",3146.0,412.0,104.67000000000003,24.419999999999998,232.19,0.8,49.93999999999999,4.0,9.0,336.8813559322034,126.05084745762711,54.69491525423729,109.61016949152543,0.3389830508474576,46.186440677966104,37.7025,-113.0961111
CDV,"Cordova, AK: Merle K Mudhole Smith",3735.0,477.0,128.97,14.189999999999998,143.65000000000003,1.6400000000000001,188.51999999999995,65.0,42.0,351.5,105.53225806451613,15.774193548387096,65.46774193548387,0.5967741935483871,164.1290322580645,60.49305556,-145.47
CGI,"Cape Girardeau, MO: Cape Girardeau Regional",2328.0,404.0,139.45999999999998,12.850000000000001,56.19,0.0,195.48000000000002,126.0,13.0,930.1538461538462,445.3333333333333,49.02564102564103,62.743589743589745,0.0,373.05128205128204,37.22361111,-89.57166667
CHA,"Chattanooga, TN: Lovell Field",31781.0,5791.0,1923.5000000000005,267.47999999999996,1373.8699999999997,3.3,2222.9000000000005,675.0,51.0,1230.491017964072,465.29940119760477,82.66167664670658,173.83532934131736,0.5149700598802395,508.1796407185629,35.03638889,-85.20361111
CHO,"Charlottesville, VA: Charlottesville Albemarle",19418.0,3859.0,1258.1600000000003,183.44000000000005,902.3300000000003,4.73,1510.3900000000006,624.0,102.0,1149.6008403361345,414.33193277310926,102.16386554621849,177.48739495798318,0.9453781512605042,454.672268907563,38.14138889,-78.45305556
CHS,"Charleston, SC: Charleston AFB/International",96001.0,15202.0,5524.620000000004,620.3399999999993,3736.999999999995,32.86,5287.220000000007,3070.0,148.0,1316.4868603042878,486.4868603042877,80.3734439834025,214.4204702627939,1.983402489626556,533.222683264177,32.89916667,-80.03888889
CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",35623.0,5971.0,2002.6500000000003,358.2400000000001,1696.0599999999995,7.52,1906.4400000000014,1014.0,121.0,932.4952606635071,339.95971563981044,91.10189573459715,166.35781990521326,1.7322274881516588,333.3436018957346,41.88444444,-91.70611111
CIU,"Sault Ste. Marie, MI: Chippewa County International",3524.0,467.0,209.83,42.6,92.99999999999996,2.0,119.52000000000001,61.0,34.0,620.3064516129032,287.43548387096774,106.37096774193549,63.806451612903224,17.758064516129032,144.93548387096774,46.24222222,-84.46611111
CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",2664.0,530.0,197.21999999999997,25.67,99.13000000000002,1.0,207.01999999999992,71.0,9.0,718.5394736842105,347.9078947368421,59.64473684210526,62.93421052631579,0.34210526315789475,247.71052631578948,39.29555556,-80.22944444
CLE,"Cleveland, OH: Cleveland-Hopkins International",198907.0,33756.0,10735.509999999987,1112.1699999999985,8230.969999999998,40.010000000000005,13637.250000000004,4552.0,252.0,2944.266494178525,951.2639068564037,152.33117723156533,510.96765847347996,2.205692108667529,1327.4980595084087,41.41083333,-81.84944444
CLL,"College Station/Bryan, TX: Easterwood Field",8638.0,1232.0,450.03000000000003,60.53999999999998,295.99999999999994,0.0,425.38999999999993,277.0,23.0,750.7226890756302,352.5966386554622,54.91596638655462,104.36134453781513,0.0,238.84873949579833,30.58944444,-96.36444444
CLT,"Charlotte, NC: Charlotte Douglas International",888565.0,125712.0,33766.44999999998,4214.280000000007,38047.57000000001,273.36000000000007,49410.31000000004,24652.0,1860.0,11977.510204081633,3882.077259475219,603.765306122449,2289.256559766764,18.57725947521866,5183.833819241982,35.21916667,-80.93583333
CMH,"Columbus, OH: John Glenn Columbus International",171411.0,27991.0,9646.799999999977,997.109999999999,6118.919999999997,56.7,11171.269999999995,3944.0,224.0,2538.481818181818,868.0712121212122,139.3909090909091,391.22727272727275,4.033333333333333,1135.759090909091,39.99111111,-82.87833333
CMI,"Champaign/Urbana, IL: University of Illinois/Willard",6947.0,1395.0,326.44999999999993,131.09,433.6699999999999,1.8,502.01999999999987,323.0,28.0,2192.7105263157896,483.3421052631579,317.3157894736842,451.57894736842104,1.736842105263158,938.7368421052631,40.03972222,-88.27972222
CMX,"Hancock/Houghton, MI: Houghton County Memorial",3740.0,725.0,260.94,53.59,145.97,0.45,264.07,218.0,52.0,972.8709677419355,370.7741935483871,180.59677419354838,117.24193548387096,0.7258064516129032,303.53225806451616,47.16777778,-88.48638889
CNY,"Moab, UT: Canyonlands Field",1740.0,265.0,108.25,21.85,48.13999999999999,0.0,86.74999999999999,56.0,13.0,536.0294117647059,248.41176470588235,59.470588235294116,60.0,0.0,168.14705882352942,38.75944444,-109.74611110000001
COD,"Cody, WY: Yellowstone Regional",3733.0,359.0,149.64,36.589999999999996,90.28000000000002,0.0,82.51,44.0,60.0,494.44827586206895,200.60344827586206,103.51724137931035,89.93103448275862,0.0,100.39655172413794,44.51583333,-109.0275
COS,"Colorado Springs, CO: City of Colorado Springs Municipal",45292.0,9184.0,3254.01,379.6199999999997,2270.7400000000007,10.64,3269.069999999999,825.0,136.0,1794.0560224089636,691.7310924369748,120.54901960784314,262.28011204481794,1.4061624649859943,718.0896358543417,38.80888889,-104.7091667
COU,"Columbia, MO: Columbia Regional",6663.0,1380.0,403.0499999999998,84.41999999999999,372.92000000000013,0.18,519.4200000000002,356.0,16.0,823.4594594594595,278.9009009009009,71.53153153153153,137.42342342342343,0.05405405405405406,335.54954954954957,38.81361111,-92.21916667
CPR,"Casper, WY: Casper/Natrona County International",6040.0,541.0,248.27,44.169999999999995,104.51,0.76,143.27999999999997,80.0,16.0,528.0153846153846,273.7692307692308,67.29230769230769,58.76923076923077,0.3384615384615385,127.84615384615384,42.90861111,-106.4625
CRP,"Corpus Christi, TX: Corpus Christi International",21439.0,3627.0,1267.0600000000006,178.94999999999996,767.5200000000001,3.0700000000000003,1410.3799999999994,761.0,26.0,796.276119402985,281.55970149253733,61.19776119402985,112.76865671641791,0.585820895522388,340.1641791044776,27.77,-97.50083333
CRW,"Charleston/Dunbar, WV: Yeager",16716.0,3057.0,1112.3799999999999,214.77000000000012,628.74,4.84,1096.27,527.0,125.0,914.5474137931035,323.17241379310343,107.37931034482759,112.41379310344827,1.2974137931034482,370.2844827586207,38.37277778,-81.59305556
CSG,"Columbus, GA: Columbus Airport",5705.0,866.0,400.4399999999998,30.819999999999993,152.54,0.0,282.22999999999996,69.0,19.0,817.6716417910447,385.82089552238807,59.35820895522388,89.67164179104478,0.0,282.82089552238807,32.51611111,-84.93888889
CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",163677.0,27810.0,8155.740000000001,1137.95,6788.680000000007,40.51,11687.160000000009,3778.0,165.0,3198.1887417218545,987.4354304635762,186.3062913907285,508.24006622516555,2.870860927152318,1513.3360927152319,39.04777778,-84.66861111
CWA,"Mosinee, WI: Central Wisconsin",9217.0,1416.0,443.19,96.92999999999998,458.70999999999987,3.0,414.1499999999999,301.0,21.0,735.3802816901408,227.50704225352112,161.1549295774648,123.49295774647888,0.45774647887323944,222.76760563380282,44.78222222,-89.65916667
CYS,"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",780.0,100.0,43.95,8.86,12.200000000000001,0.0,35.0,42.0,4.0,432.3181818181818,263.72727272727275,26.454545454545453,30.363636363636363,0.0,111.77272727272727,41.15583333,-104.81222220000001
DAB,"Daytona Beach, FL: Daytona Beach International",14007.0,2059.0,788.3499999999998,155.56,497.85000000000025,6.87,610.48,293.0,26.0,710.2134146341464,257.7439024390244,88.20121951219512,126.8170731707317,1.2195121951219512,236.23170731707316,29.1825,-81.05277778
DAL,"Dallas, TX: Dallas Love Field",341693.0,55211.0,15627.26,1290.2799999999995,13958.310000000009,157.99,24177.250000000015,9709.0,1347.0,12804.161290322581,3557.52534562212,494.9953917050691,2636.3548387096776,32.7926267281106,6082.493087557604,32.84694444,-96.85333333
DAY,"Dayton, OH: James M Cox/Dayton International",48197.0,8728.0,2751.079999999998,432.8099999999999,2126.189999999999,10.120000000000001,3407.8199999999974,1398.0,81.0,1496.592039800995,491.15671641791045,103.32835820895522,222.95273631840797,1.2412935323383085,677.9129353233831,39.90111111,-84.22
DBQ,"Dubuque, IA: Dubuque Regional",2595.0,555.0,105.16999999999996,49.519999999999996,216.65,0.0,183.66999999999996,140.0,14.0,795.4444444444445,151.63888888888889,87.52777777777777,213.88888888888889,0.0,342.3888888888889,42.41,-90.71083333
DCA,"Washington, DC: Ronald Reagan Washington National",494747.0,85036.0,24004.359999999993,2868.7900000000004,27446.379999999972,139.24,30577.279999999984,15561.0,1589.0,7290.197612732096,2142.045092838196,336.91909814323606,1755.4058355437667,10.440318302387269,3045.3872679045094,38.85166667,-77.03694444
DDC,"Dodge City, KS: Dodge City Regional",612.0,54.0,34.94,6.0,3.06,0.0,10.0,19.0,3.0,299.15384615384613,168.15384615384616,38.92307692307692,10.307692307692308,0.0,81.76923076923077,37.76166667,-99.965
DEC,"Decatur, IL: Decatur Airport",579.0,54.0,38.0,2.1100000000000003,4.85,0.0,9.04,27.0,1.0,329.9166666666667,229.91666666666666,13.166666666666666,26.666666666666668,0.0,60.166666666666664,39.83416667,-88.86861111
DEN,"Denver, CO: Denver International",1168902.0,180018.0,50797.18999999998,5783.72,58988.24999999998,316.64,64132.129999999954,23642.0,2960.0,17741.88403614458,5908.028614457831,880.7093373493976,3995.4427710843374,20.424698795180724,6937.278614457831,39.77444444,-104.8797222
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1223988.0,214376.0,52868.48000000001,8783.54,75251.10999999999,513.3299999999998,76959.44000000005,33413.0,4605.0,22264.844192634562,7109.849858356941,1395.9277620396601,5177.905099150142,32.419263456090654,8548.742209631728,32.89444444,-97.02972222
DHN,"Dothan, AL: Dothan Regional",6458.0,1165.0,464.54000000000013,54.170000000000016,200.09000000000003,1.96,444.23,68.0,11.0,1077.9324324324325,442.7837837837838,111.67567567567568,114.83783783783784,4.891891891891892,403.7432432432432,31.32,-85.44833333
DIK,"Dickinson, ND: Dickinson - Theodore Roosevelt Regional",333.0,41.0,28.0,5.0,1.0,0.0,7.0,6.0,2.0,535.6363636363636,195.27272727272728,298.72727272727275,9.090909090909092,0.0,32.54545454545455,46.79666667,-102.79638890000001
